id,user_id,date,text,likes,replies,retweets,label1,label2,final_label
1048327010693668864,898318622069841920,2018-10-05 21:40:10,A game about the fat acceptance movement.,0,0,1,2,2,
453214485655085056,20300639,2014-04-07 16:55:28,"FAT ACCEPTANCE=/=HAES - sugaredvenom: The two often run together, BUT THEY ARE NOT THE SAME THING. Fat... http://tmblr.co/ZhX-1y1CNmML4 ",0,0,0,0,0,
447744111903535104,60583269,2014-03-23 14:38:09,"thisisthinprivilege: Thin privilege is the fact that Shallow Hal is supposed to be a fat acceptance movie,... http://tmblr.co/ZxZETp1AyFLih ",1,1,1,0,0,
966027607283326976,888424608793190400,2018-02-20 19:11:44,"""The fat acceptance movement...huh. you never hear about them throwing a 5k run do ya?""",2,0,0,1,1,
1205539394972770309,965370544601337856,2019-12-13 17:26:04,"I agree; and I see the hypocrisy going on with this “body positivity/fat acceptance” movement. They’re bashing her for being a FAT GIRL being ratchet, not her for being ratchet

Despite her showing us a LOT b/c she’s a big girl, (no matter the size) it was indecent for the public",1,0,0,1,1,
1043434884130328576,18343602,2018-09-22 09:40:37,Fat acceptance has gone too far. Kill fat people.,2,0,0,1,1,
101864733140975616,91744387,2011-08-12 03:56:59,@Doc_Samantha Is your Fat Acceptance report online? I'd be really interested in reading it. :),0,1,0,0,0,
484320103475863552,156958343,2014-07-02 12:58:05,Adam Richman's New Show Is Postponed After His Instagram Meltdown Over Fat Acceptance Bloggers: Trav... http://bzfd.it/1iXvaVc  #BuzzFeed,0,0,0,2,2,
1050212867956453376,155055801,2018-10-11 02:33:54,The Dark Side of Fat ACCEPTANCE #fatacceptance: http://youtu.be/jT11sJgIziY?a  via @YouTube,1,0,0,1,1,
834496408199651328,825997244142792705,2017-02-22 20:13:42,"I mean, I believe in the CORE of fat acceptance, which also means ACCEPT when people want to lose weight. A reasonable stance.",2,0,0,2,0,*
653586505198268416,3861064043,2015-10-12 15:02:20,"Self-Deception: The Safer Choice
#FatAcceptance https://dogncatcomic.wordpress.com/2015/10/12/the-safer-choice …pic.twitter.com/Xa79HPLljg",14,1,1,1,1,
403602339941978112,443283685,2013-11-21 19:14:31,"@LowCarbKitty Fat Acceptance, Weight Loss Surgery & (Sugar) Addiction - http://www.strongcoffey.com/?p=691 ",0,0,0,1,1,
930877049887129600,879172415988936708,2017-11-15 19:15:58,I love how now in 2017 when the rate of death from obesity has peeked people want to do this fat acceptance shit I’m not say that it’s bad to be fat but you should not accept the life style it’s not healthy. And for people to be encouraging it is sad.,0,0,0,1,1,
1113339147953901568,790331386712297472,2019-04-03 07:15:12,"You may think fat acceptance is innocent fun, but it's a doorway to reading",0,0,0,0,2,*
1046047297702899713,854554770811617282,2018-09-29 14:41:25,Weight loss should be attacked with diligence and no expectation. You've got to acknowledge people are going to do what they want to do. Though speaking out against fat acceptance is absolutely necessary in this day and age.,0,0,0,1,1,
819305154029744129,718130220746846208,2017-01-11 22:09:05,#FatShaming #FatAcceptance #dietpains World's knowledge in 1 hand site: Women Admit Their Top Regrets -Can We Learn? http://bit.ly/1LjZ9ir ,0,0,0,2,2,
346682835932942337,38865420,2013-06-17 17:36:43,I liked a @YouTube video from @Scoobysworkshop http://youtu.be/ilubYTOM1ls?a  Fat Acceptance,0,0,0,1,1,
828103618838544384,801936889527828486,2017-02-05 04:51:02,#fatacceptance You people act like weight loss is impossible. Stop justifying your laziness. You are literally promoting death.,1,0,0,1,1,
1094609824011161601,731417018407129088,2019-02-10 14:51:33,"We should lift up all body types, but we don't. Fat people, fat women in particular, are all but demonized by society. There has been a tiny push for fat acceptance that gets attacked at every turn, yet you see it as putting too much focus on plus-sized women.",2,2,0,0,0,
489416673061912576,31998455,2014-07-16 14:30:02,The #fatacceptance movement is trying to rewrite science by playing down the health effects of #obesity. #haes http://tips.straighthealth.com/tip/2012/not-ok-to-be-fat.html …,2,0,2,1,1,
760028681976877056,3241893123,2016-08-01 08:25:33,I liked a @YouTube video http://youtu.be/tT-Ob_eYEd8?a  Why I Hate 'Fat Acceptance',0,0,0,1,1,
602388392244948992,40965960,2015-05-24 08:19:19,@manonscale @imgur YES. And I also disagree with all this fat acceptance that's recently become popular. It's teaching ppl it's ok 2 b obese,0,3,0,1,1,
430547767111319552,2278250726,2014-02-04 03:46:01,"Here's a direct link to the new podcast, episode 05! http://tinyurl.com/lauptdc  #thefatness #fatpositive #fatspo #fatacceptance",0,0,0,0,0,
10640859801,37169553,2010-03-17 22:04:28,RT @Erick86 National Association to Advance Fat Acceptance (NAAFA) < This is a real Assc  #SMH Bein Fat is unhealthy... I'm a proud member,0,0,0,1,1,
988880263462744064,793293130812358656,2018-04-24 20:40:01,This is whats wrong with the fat acceptance movement. https://twitter.com/MissMisaRants/status/988765704915742720 …,0,0,0,1,1,
1020835734054408194,898492321259438081,2018-07-22 00:59:39,"If you think underwear companies making clothes for size 16-18 is courageous, then you need to think about exclusion for size 22 or size 36 women looking at bodies of size 16 plus models celebrating fat inclusivity #fatacceptance #fatphobia #notyourbefore",18,0,3,0,0,
839978267100626944,24793165,2017-03-09 23:16:39,"please don't thank me for doing a bare minimum human decency thing :( fat acceptance should be the norm, not the exception",14,1,0,0,0,
1185871060861935617,1185869319634333697,2019-10-20 10:51:07,"also ive seen your past tweets.

One you work for kings isle 

two you're an American leftist

three you believe the bullshit from the fat acceptance movement

you definitely do not have better mental health than any of us.  also physical health goes deeper than just a blood test",0,1,0,1,1,
1204384487150370817,718746805857558528,2019-12-10 12:56:52,"It probably became a word coz of the pushing of fat acceptance ,and people who just abuse someone are very rare and it's uncalled for but if it's a fat person posting their naked body then it's to be expected coz when pple say they are disgusted they are telling the truth",0,1,0,1,1,
1102702284717252608,959808109790154752,2019-03-04 22:48:06,"Well, I don't see you taking up a 4x4 space whenever you're walking outside.

It's not that you have thin privilege, it's because you don't buy into fat acceptance.",1,0,0,1,2,*
1075795306237706240,1668143209,2018-12-20 16:49:22,"pathologizes all fat people
misunderstands #BodyAutonomy
misunderstands #FatAcceptance
attempts to recategorize #DietCulture as Feminist
would be shocking, but for the fact that so many of you do some or all these things.https://twitter.com/yrfatfriend/status/1075612115379970054 …",1,1,0,0,0,
558906853128536064,2379545004,2015-01-24 08:39:12,@ZestNutrition The fat acceptance/HAES community that story/experience is everywhere. It is so shitty!,0,0,0,0,0,
1083045816930050049,19494198,2019-01-09 17:00:19,Enjoy the 'Super Duper Incontrovertibly Incredible & Unrelentingly Exciting Fat Acceptance Test' - on #BookBuzzr - http://bit.ly/2dbhMLZ ,0,0,0,2,2,
855654473393373184,2553769280,2017-04-22 05:28:18,I liked a @YouTube video http://youtu.be/8BBp2Kir75c?a  FAT ACCEPTANCE MEGA COMPILATION 2017 V3 #BODYPOSITIVE (Health Deniers),0,0,0,1,1,
1030122305500979201,100272914,2018-08-16 16:01:11,"Classic episode! I’m chatting with @cynaragee  about #fatacceptance, how to deal with everyday #fatphobia, and existing in #DietCulture. #FearlessRebelleRadio http://bit.ly/2MhqFFx pic.twitter.com/aLDiJk0Oan",1,0,1,0,0,
225485073091268609,24541414,2012-07-18 07:00:05,"""Fat acceptance isn’t saying that fat bodies are better. Fat acceptance isn’t saying that everybody..."" http://tmblr.co/ZFScFyPbJQr0 ",0,0,0,0,0,
604434764582383616,39922506,2015-05-29 23:50:52,@Zujabes I was watching My 600 lb Life and this lady was a activist for fat acceptance (this is a thing) until she hit like 500...,0,0,0,1,1,
1187415181892227081,863397537398611971,2019-10-24 17:06:55,Thank you. I saw a smaller BBW bragging about her lack of cellulite recently and all that does is hurt the fat acceptance movement and other fat ppl. Cellulite is more genetic than anything and not a character flaw.,17,2,3,0,0,
800073464350654465,613296424,2016-11-19 20:29:13,studies media incl fat acceptance and would like the taxpayer to pay the bill for this wasted education,0,0,0,1,2,*
853591658805383169,1486258771,2017-04-16 12:51:25,"But mombot
Muh fat acceptance",0,0,0,1,2,*
126397983783784449,103353443,2011-10-18 20:43:22,!!! Yep me too! RT @kaLiSoFabulous: @CaliE79 smh uhh does that mean our mirrors were broke too? No I blame that fat acceptance shit!,0,0,0,1,1,
1168338111346237447,2563583116,2019-09-02 01:41:27,"Also, neither should be called ""pride."" Why would you have pride in who you're sexually attracted to? 

Naming your movement after the queen of all sins is something you could do I guess. 

Not quite sure why you'd want to. It'd be like if ""Fat Acceptance"" was ""Gluttony Speaks.""",0,0,0,1,2,*
895357213711228928,888635278793084928,2017-08-09 18:52:49,The NAAFA ( National Association to Advance Fat Acceptance ) is a enemy and needs to be destroyed.,1,1,0,1,1,
1172886324703105026,19664800,2019-09-14 14:54:25,"There's a Golidlocks Zone that exists between them as both are correct. Bill Maher's satirical take on our healthcare spending, obesity epidemic, and the fat acceptance movement is correct. James Cordon is correct on almost everything too. Leptin scapegoating though, not so much.",0,0,0,2,1,*
17383401453,56565199,2010-06-30 03:00:22,"""Huge"" Marks Advance for Fat Acceptance in Hollywood: While groups fighting discrimination against fat people lame... http://bit.ly/cDMXcQ",0,0,0,2,2,
1078984488061931520,27550859,2018-12-29 12:02:03,"Count down to #newyears with a third day of #bodypositiveboundary
#effyourbeautystandards #ditchthediet #fatacceptance #noresolutions #happynewyear #boundaries #losingitpic.twitter.com/XueWgLHEq0",2,0,0,2,0,*
556985040882900992,36809571,2015-01-19 01:22:36,Anti fat acceptance/ body positivity is just fat hate. You don't care about the health of people,1,0,2,0,0,
17458331618,92681460,2010-07-01 01:57:41,"""Huge"" is advance for fat acceptance in Hollywood http://tinyurl.com/269fovl",0,0,0,2,2,
974557108149497860,212962017,2018-03-16 08:04:55,You don’t get it. The movement started from the fat acceptance movement in the 60s. It was then resurrected in the last 5 years by fat black women. Now the movement fails to represent the very people that started it. There’s a different because self love and body positivity,0,1,0,1,1,
1121767986379907074,359132349,2019-04-26 13:28:24,Today I wrapped up my #younggiftedandfat residency at @92Y ! @latoyashauntay and @matjl spoke truth to power as we discussed #fat and #fatacceptance in the Black community. They were… https://www.instagram.com/p/BwtnrxRBTVK/?utm_source=ig_twitter_share&igshid=oi1prdbtwmq2 …,4,0,0,0,0,
1007958068557242368,66151774,2018-06-16 12:08:25,Also the movement is hypocritical because if I prefer a skinny (healthy) body over a fat one it is seen as body shaming but the fat acceptance movement says #AllSizeMatters ,0,0,0,1,1,
1063461965173944321,973265475831398403,2018-11-16 16:01:05,Plus size is just fat acceptance,0,0,0,2,2,
7441436842,89886574,2010-01-06 14:03:37,#Health Is the fat acceptance movement bad for our health?: Many groupd are championing a new definition.. http://bit.ly/56pp6f,0,0,0,2,2,
351024874518626304,428448022,2013-06-29 17:10:26,"A plea for fat acceptance:""The solution to stigma is ending stigma.Unlike weight loss,that’s a worthy use of my time"" http://danceswithfat.wordpress.com/2013/06/25/potential-future-thin-person/ …",0,0,0,0,0,
602119537266405376,19640038,2015-05-23 14:30:59,"At #wiscon39? Come see me at Fat Acceptance panel,10am today! pic.twitter.com/JeqJFmE1qD",0,0,0,0,0,
974802886428258305,3142580184,2018-03-17 00:21:33,I liked a @YouTube video http://youtu.be/tT-Ob_eYEd8?a  Why I Hate 'Fat Acceptance',0,0,0,1,1,
613718167576268800,3030637065,2015-06-24 14:39:48,Call for #resources and #advice on #fatacceptance and #bodypositivity! Deadline extended! http://www.bitchinblueglasses.com/blog/body-acceptance/get-your-feedback-in-for-episode-3-haters-gonna-hate/ …,0,0,0,0,0,
1043234389923119104,1470547028,2018-09-21 20:23:55,I liked a @YouTube video http://youtu.be/PjE2p1xmrNA?a  Fat Acceptance is Death Acceptance,0,0,0,1,1,
460069493876592641,98986599,2014-04-26 14:54:49,Six Questionable Questions about Fat Acceptance Answered http://wp.me/pnmDC-2YJ  via @danceswithfat,1,0,0,0,0,
791492105684201472,1179710990,2016-10-27 04:09:57,fireandlifeincarnate: timemachineyeah: Ugh that post has gotten me thinking about fat acceptance… http://www.occuworld.org/news/3582301 ,0,0,0,2,2,
374102363621326848,125025036,2013-09-01 09:32:08,"Why the fat acceptance movement does not glamorize obesity, http://ow.ly/3mbam ",0,0,1,0,0,
110640484036247552,38837123,2011-09-05 09:08:41,k this might be hypocritical but I'm so tired of the fat acceptance movement/fat is still beautiful sentiment. You're unhealthy. Go exercise,0,0,0,1,1,
346625109970259969,38637202,2013-06-17 13:47:20,What's in a name change? The National Association to Advance Fat Acceptance - a rose by any other name? http://bit.ly/19JbuhL ,0,0,0,2,2,
360102344706359298,1531323679,2013-07-24 18:21:04,"It's Okay, You're Just Fat: Medical Care & Fat Acceptance http://fb.me/10A9kdVP2 ",0,0,0,0,0,
1157701402212405248,1042900791105871873,2019-08-03 17:14:57,BYEEEE LIKE I DONT GET WHY THE FAT ACCEPTANCE MOVEMENT IS DEMONIZING PEOPLE FOR LOSING WEIGHT!/?/&?:&/!: let people be confident in their own skin fat or skinny as long as its healthy,1,1,0,1,1,
65274987161989120,69346672,2011-05-03 04:42:24,"""Fat Acceptance Supporter""...what is that?",0,0,0,2,2,
587521926421159936,464832260,2015-04-13 07:45:17,The Chairman of the National Association to Advance Fat Acceptance died of cardiovascular disease and pneumonia at 46 recently,1,0,0,2,1,*
166465712511139840,41133299,2012-02-06 10:18:13,I've been reading a lot of body-peace and fat acceptance blogs lately & it made me realise how far away I still am from accepting myself.,0,0,0,0,0,
974455671524601856,775977451935637504,2018-03-16 01:21:51,"Fat acceptance is a black ops government program designed to keep the populace lazy, consuming and under control.

Staffed mostly by useful idiot true believers mind you, but never be confused as to where the real source of this stuff is.",4,5,0,1,1,
910532625391128578,19494198,2017-09-20 15:54:29,Enjoy the 'Super Duper Incontrovertibly Incredible & Unrelentingly Exciting Fat Acceptance Test' - on #BookBuzzr - http://bit.ly/2dbhMLZ ,0,0,0,2,2,
976310826654199813,872989966376239104,2018-03-21 04:13:34,"Honest question.  Im genuinely curious... dont take this as offense. I just want some perspective... 
Why do people who support a typically left idea support other ideas in a similiar but not so similar grouping. 
#feminism #LGBT #blm #fatacceptance #DACADreamers #openborders",2,2,1,2,2,
675845969443991552,48732344,2015-12-13 01:13:30,One of my weekly assignments for Nutrition is on fat acceptance. I love my teacher so much.,1,0,0,0,0,
728249839855804417,37188820,2016-05-05 15:47:46,Many thanks Lisa DuBreuil for your donation to the Adipositivity South Pacific Tour Fund! http://GoFundMe.com/adipositivity  #FatAcceptance #BodyPosi,1,0,0,0,0,
642347835644620800,2895215767,2015-09-11 14:43:52,"""Fat Acceptance is a first world problem that insults third world suffering."" via /r/fatlogic http://bit.ly/1K0I2BU ",0,0,0,1,1,
1103439630211473413,3987214635,2019-03-06 23:38:03,"As a yoyo-er, when I wrote Slashing Mona Lisa, it was like slashing my wrists and bleeding over the page. 
https://amzn.to/2UnOxvl  #losehatenotweight #fightfatphobia #doublechinsaretwiceasnice #bodyautonomy#allbodiesaregoodbodies FatIsNotAViolation #fatacceptance #bodypositivitypic.twitter.com/EraUWTIeEs",0,0,0,0,0,
1206940828943421441,1176515769607368704,2019-12-17 14:14:52,Wildcard: Read an article about the history of fat acceptance through Lee Louderback who wrote “more people should be fat” thus was acted on due to him being discriminated for being fat and judged quite unfairly. “The guilt of being fat can imprison you”- Lew Louderback. pic.twitter.com/fG3bGSO3bJ,0,0,0,2,0,*
1126192793460690944,24976874,2019-05-08 18:31:00,"@ConscienHealth is spot-on: Fat acceptance advocates want to claim the word “fat”...& take away its stigma. But folks concerned about #obesity want options to improve health. Overcoming #stigma is important, but fat acceptance is not the focus. Health is. https://tinyurl.com/y46svx39 pic.twitter.com/65VDnNwdfK",3,0,1,1,2,*
590959225603502082,2586452870,2015-04-22 19:23:53,"@McDonalds @BurgerKing @Wendys @Arbys @fitbit @Honda & @WeightWatchers are ""fat hating bigots"" according to @BlockFatHate #fatacceptance lol",0,0,0,1,1,
886303986495651841,863104693,2017-07-15 19:18:31,"Of course @Reebok cater to feminists, just look at #CrossFit 

Waiting for the brand to fully embrace fat acceptance :^)",0,0,0,2,0,*
938761374699700227,949409178,2017-12-07 13:25:27,Yeah but probably not in the way she means it (she means Fat Acceptance is Great!),2,1,0,2,1,*
946357177274585088,1728752300,2017-12-28 12:28:28,"Funny, doing more of the latter can help with the former. My evidence for this claim is: myself. Fat acceptance is poison. https://twitter.com/SirShadilay/status/946043288922083328 …",0,0,0,1,1,
57211249708105729,46174568,2011-04-10 22:39:59,"RT @Bilt2Tweet ""Fat Acceptance People have just given up"" Yes some of us have 'Stopped the Madness' as it were.  #thingsfatpeoplearetold",0,0,0,0,0,
413665063724400640,835523642,2013-12-19 13:40:11,There is an actual organization called NAAFA - National Association to Advance Fat Acceptance. Lol I can't with this.,0,0,0,1,1,
17044246213,16721577,2010-06-25 21:16:39,"I'm a curvy girl, but I'm also extremely fit, athletic, obsessed with fitness and weight loss. Not the same as the fat acceptance girls.",0,0,0,1,1,
892247752721256449,989356418,2017-08-01 04:56:56,"We're living in some Madman's fantasy. ""fat acceptance""... You can't make this shit up. Where did it all go wrong?",0,0,0,1,1,
1108796727925137408,1076273669108875264,2019-03-21 18:25:15,"blaire is right though, and not every person in the lgbt community is a diehard democrat. we should be open to opinions from both sides of the political spectrum, even if you dont agree with them. and the fat acceptance movement is, in fact, bullshit. https://twitter.com/outmagazine/status/1108787303420448768 …",1,0,0,1,1,
784336995476606976,25662323,2016-10-07 10:18:06,"how do you counter rising fat acceptance? The average adult is overweight making it ""normal"".",0,0,0,2,1,*
720406312366944256,3248691361,2016-04-14 00:20:24,And then you get the fat acceptance types who think you're a traitor and a shitstain and like no I JUST WANT WHITE TRANS PEOPLE TO STOP>,0,0,0,2,1,*
963429861611196417,29200925,2018-02-13 15:09:13,"Happy #FatTuesday #ShroveTuesday #PancakeTuesday #MardiGras, Erev Ash Wednesday & Valentines Day, #BlackHistoryMonth…! #fatjustice #fatacceptance #transjustice #BlackLivesMatter #TransLivesMatter #BlackTransLivesMatter #FatLivesMatterpic.twitter.com/dakvtddsgv",3,0,1,0,0,
766093976373956608,527804333,2016-08-18 02:06:51,Fat acceptance still blows my goddamn mind.,7,0,1,1,2,*
771432530713149441,66376773,2016-09-01 19:40:22,"In support of ""fat acceptance"": https://tmblr.co/ZgtB4w2BX3DLO ",0,0,0,0,0,
761567932887425024,798890670,2016-08-05 14:21:59,09/18/2015: Feministing: Stop Excluding Black Women From Fat Acceptance Movements http://feministing.com/2015/09/18/we-need-to-center-not-exclude-black-women-in-fat-acceptance-movements/ …,0,0,0,1,1,
1105426733048594432,832240213,2019-03-12 11:14:05,Fat acceptance is the only movement without movement.,0,0,0,1,1,
821163333881503744,2511511747,2017-01-17 01:12:49,"""Fat acceptance"" is the parody-it is getting harder to tell the difference.
https://www.facebook.com/MattWalshBlog/videos/1418387571527682/ …",0,0,0,2,1,*
535466724012089346,16195262,2014-11-20 16:16:30,daily bullshit i see in fat acceptance related tags - kristineirl: kristineirl: i’m all for loving your... http://tmblr.co/Zmv2Ux1W2uiGm ,0,0,0,1,0,*
455774137365970945,228915951,2014-04-14 18:26:36,"""Good"" fat folks see fat acceptance as self-harm. #notyourgoodfatty sees fat acceptance as a personal choice.",1,0,0,1,0,*
871040594361057281,592661954,2017-06-03 16:27:15,I don't know where and who I would be today without fat acceptance and feminism.,6,1,0,0,0,
233274750816886784,119837703,2012-08-08 18:53:29,@realmattforney fighting fat acceptance is different than fighting fatties.  fat acceptance is a political movement.  a lone fattie is not.,0,0,0,1,1,
1182408385301532673,974053655321235461,2019-10-10 21:31:41,"you would expect women to practice some modesty at least for that reason but nah. to avoid any feeling of guilt and shame, we now have ""fat acceptance""",2,1,0,1,1,
1168584802603343877,4460100382,2019-09-02 18:01:42,"Joking aside, she has an extremely pretty face, and that is something you see now & then with the obese, and more rarely the morbidly obese. It just makes fat acceptance that much sadder.",2,0,0,1,1,
